sa4,age,sex,education,ingp,unemployment
No Usual Address (Vic.),40-49 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),40-49 years,Female,hs_finished,Non-Indigenous,21
No Usual Address (Vic.),40-49 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),40-49 years,Female,hs_not_finished,Non-Indigenous,7
No Usual Address (Vic.),50-59 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),50-59 years,Male,hs_finished,Non-Indigenous,15
No Usual Address (Vic.),50-59 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),50-59 years,Male,hs_not_finished,Non-Indigenous,13
No Usual Address (Vic.),50-59 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),50-59 years,Female,hs_finished,Non-Indigenous,17
No Usual Address (Vic.),50-59 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),50-59 years,Female,hs_not_finished,Non-Indigenous,9
No Usual Address (Vic.),60-69 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),60-69 years,Male,hs_finished,Non-Indigenous,7
No Usual Address (Vic.),60-69 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),60-69 years,Male,hs_not_finished,Non-Indigenous,8
No Usual Address (Vic.),60-69 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),60-69 years,Female,hs_finished,Non-Indigenous,12
No Usual Address (Vic.),60-69 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),60-69 years,Female,hs_not_finished,Non-Indigenous,3
No Usual Address (Vic.),70-79 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),70-79 years,Male,hs_finished,Non-Indigenous,3
No Usual Address (Vic.),70-79 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),70-79 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),70-79 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),70-79 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),70-79 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),70-79 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),80-89 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),80-89 years,Male,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),80-89 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),80-89 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),80-89 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),80-89 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),80-89 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),80-89 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),90-99 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),90-99 years,Male,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),90-99 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),90-99 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),90-99 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),90-99 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),90-99 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),90-99 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),100 years and over,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),100 years and over,Male,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),100 years and over,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),100 years and over,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),100 years and over,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),100 years and over,Female,hs_finished,Non-Indigenous,0
No Usual Address (Vic.),100 years and over,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),100 years and over,Female,hs_not_finished,Non-Indigenous,0
Brisbane - East,15-19 years,Male,hs_finished,Indigenous,20
Brisbane - East,15-19 years,Male,hs_finished,Non-Indigenous,395
Brisbane - East,15-19 years,Male,hs_not_finished,Indigenous,24
Brisbane - East,15-19 years,Male,hs_not_finished,Non-Indigenous,481
Brisbane - East,15-19 years,Female,hs_finished,Indigenous,12
Brisbane - East,15-19 years,Female,hs_finished,Non-Indigenous,305
Brisbane - East,15-19 years,Female,hs_not_finished,Indigenous,11
Brisbane - East,15-19 years,Female,hs_not_finished,Non-Indigenous,379
Brisbane - East,20-29 years,Male,hs_finished,Indigenous,22
Brisbane - East,20-29 years,Male,hs_finished,Non-Indigenous,592
Brisbane - East,20-29 years,Male,hs_not_finished,Indigenous,37
Brisbane - East,20-29 years,Male,hs_not_finished,Non-Indigenous,284
Brisbane - East,20-29 years,Female,hs_finished,Indigenous,27
Brisbane - East,20-29 years,Female,hs_finished,Non-Indigenous,434
Brisbane - East,20-29 years,Female,hs_not_finished,Indigenous,17
Brisbane - East,20-29 years,Female,hs_not_finished,Non-Indigenous,180
Brisbane - East,30-39 years,Male,hs_finished,Indigenous,12
Brisbane - East,30-39 years,Male,hs_finished,Non-Indigenous,274
Brisbane - East,30-39 years,Male,hs_not_finished,Indigenous,13
Brisbane - East,30-39 years,Male,hs_not_finished,Non-Indigenous,177
Brisbane - East,30-39 years,Female,hs_finished,Indigenous,9
Brisbane - East,30-39 years,Female,hs_finished,Non-Indigenous,346
Brisbane - East,30-39 years,Female,hs_not_finished,Indigenous,4
Brisbane - East,30-39 years,Female,hs_not_finished,Non-Indigenous,174
Brisbane - East,40-49 years,Male,hs_finished,Indigenous,3
Brisbane - East,40-49 years,Male,hs_finished,Non-Indigenous,241
Brisbane - East,40-49 years,Male,hs_not_finished,Indigenous,4
Brisbane - East,40-49 years,Male,hs_not_finished,Non-Indigenous,215
Brisbane - East,40-49 years,Female,hs_finished,Indigenous,8
Brisbane - East,40-49 years,Female,hs_finished,Non-Indigenous,359
Brisbane - East,40-49 years,Female,hs_not_finished,Indigenous,11
Brisbane - East,40-49 years,Female,hs_not_finished,Non-Indigenous,212
Brisbane - East,50-59 years,Male,hs_finished,Indigenous,0
Brisbane - East,50-59 years,Male,hs_finished,Non-Indigenous,273
Brisbane - East,50-59 years,Male,hs_not_finished,Indigenous,13
Brisbane - East,50-59 years,Male,hs_not_finished,Non-Indigenous,309
Brisbane - East,50-59 years,Female,hs_finished,Indigenous,0
Brisbane - East,50-59 years,Female,hs_finished,Non-Indigenous,220
Brisbane - East,50-59 years,Female,hs_not_finished,Indigenous,5
Brisbane - East,50-59 years,Female,hs_not_finished,Non-Indigenous,257
Brisbane - East,60-69 years,Male,hs_finished,Indigenous,0
Brisbane - East,60-69 years,Male,hs_finished,Non-Indigenous,174
Brisbane - East,60-69 years,Male,hs_not_finished,Indigenous,0
Brisbane - East,60-69 years,Male,hs_not_finished,Non-Indigenous,166
Brisbane - East,60-69 years,Female,hs_finished,Indigenous,0
Brisbane - East,60-69 years,Female,hs_finished,Non-Indigenous,76
Brisbane - East,60-69 years,Female,hs_not_finished,Indigenous,0
Brisbane - East,60-69 years,Female,hs_not_finished,Non-Indigenous,104
Brisbane - East,70-79 years,Male,hs_finished,Indigenous,0
Brisbane - East,70-79 years,Male,hs_finished,Non-Indigenous,5
Brisbane - East,70-79 years,Male,hs_not_finished,Indigenous,0
Brisbane - East,70-79 years,Male,hs_not_finished,Non-Indigenous,4
Brisbane - East,70-79 years,Female,hs_finished,Indigenous,0
Brisbane - East,70-79 years,Female,hs_finished,Non-Indigenous,4
Brisbane - East,70-79 years,Female,hs_not_finished,Indigenous,0
Brisbane - East,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Brisbane - East,80-89 years,Male,hs_finished,Indigenous,0
Brisbane - East,80-89 years,Male,hs_finished,Non-Indigenous,0
Brisbane - East,80-89 years,Male,hs_not_finished,Indigenous,0
Brisbane - East,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Brisbane - East,80-89 years,Female,hs_finished,Indigenous,0
Brisbane - East,80-89 years,Female,hs_finished,Non-Indigenous,0
Brisbane - East,80-89 years,Female,hs_not_finished,Indigenous,0
Brisbane - East,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Brisbane - East,90-99 years,Male,hs_finished,Indigenous,0
Brisbane - East,90-99 years,Male,hs_finished,Non-Indigenous,0
Brisbane - East,90-99 years,Male,hs_not_finished,Indigenous,0
Brisbane - East,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Brisbane - East,90-99 years,Female,hs_finished,Indigenous,0
Brisbane - East,90-99 years,Female,hs_finished,Non-Indigenous,0
Brisbane - East,90-99 years,Female,hs_not_finished,Indigenous,0
Brisbane - East,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Brisbane - East,100 years and over,Male,hs_finished,Indigenous,0
Brisbane - East,100 years and over,Male,hs_finished,Non-Indigenous,0
Brisbane - East,100 years and over,Male,hs_not_finished,Indigenous,0
Brisbane - East,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Brisbane - East,100 years and over,Female,hs_finished,Indigenous,0
Brisbane - East,100 years and over,Female,hs_finished,Non-Indigenous,0
Brisbane - East,100 years and over,Female,hs_not_finished,Indigenous,0
Brisbane - East,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Brisbane - North,15-19 years,Male,hs_finished,Indigenous,15
Brisbane - North,15-19 years,Male,hs_finished,Non-Indigenous,331
Brisbane - North,15-19 years,Male,hs_not_finished,Indigenous,24
Brisbane - North,15-19 years,Male,hs_not_finished,Non-Indigenous,334
Brisbane - North,15-19 years,Female,hs_finished,Indigenous,13
Brisbane - North,15-19 years,Female,hs_finished,Non-Indigenous,255
Brisbane - North,15-19 years,Female,hs_not_finished,Indigenous,19
Brisbane - North,15-19 years,Female,hs_not_finished,Non-Indigenous,309
Brisbane - North,20-29 years,Male,hs_finished,Indigenous,24
Brisbane - North,20-29 years,Male,hs_finished,Non-Indigenous,754
Brisbane - North,20-29 years,Male,hs_not_finished,Indigenous,26
Brisbane - North,20-29 years,Male,hs_not_finished,Non-Indigenous,242
Brisbane - North,20-29 years,Female,hs_finished,Indigenous,19
Brisbane - North,20-29 years,Female,hs_finished,Non-Indigenous,655
Brisbane - North,20-29 years,Female,hs_not_finished,Indigenous,14
Brisbane - North,20-29 years,Female,hs_not_finished,Non-Indigenous,127
Brisbane - North,30-39 years,Male,hs_finished,Indigenous,10
Brisbane - North,30-39 years,Male,hs_finished,Non-Indigenous,404
Brisbane - North,30-39 years,Male,hs_not_finished,Indigenous,14
Brisbane - North,30-39 years,Male,hs_not_finished,Non-Indigenous,182
Brisbane - North,30-39 years,Female,hs_finished,Indigenous,6
Brisbane - North,30-39 years,Female,hs_finished,Non-Indigenous,457
Brisbane - North,30-39 years,Female,hs_not_finished,Indigenous,8
Brisbane - North,30-39 years,Female,hs_not_finished,Non-Indigenous,124
Brisbane - North,40-49 years,Male,hs_finished,Indigenous,3
Brisbane - North,40-49 years,Male,hs_finished,Non-Indigenous,351
Brisbane - North,40-49 years,Male,hs_not_finished,Indigenous,11
Brisbane - North,40-49 years,Male,hs_not_finished,Non-Indigenous,168
Brisbane - North,40-49 years,Female,hs_finished,Indigenous,3
Brisbane - North,40-49 years,Female,hs_finished,Non-Indigenous,372
Brisbane - North,40-49 years,Female,hs_not_finished,Indigenous,15
Brisbane - North,40-49 years,Female,hs_not_finished,Non-Indigenous,160
Brisbane - North,50-59 years,Male,hs_finished,Indigenous,4
Brisbane - North,50-59 years,Male,hs_finished,Non-Indigenous,291
Brisbane - North,50-59 years,Male,hs_not_finished,Indigenous,10
Brisbane - North,50-59 years,Male,hs_not_finished,Non-Indigenous,247
Brisbane - North,50-59 years,Female,hs_finished,Indigenous,0
Brisbane - North,50-59 years,Female,hs_finished,Non-Indigenous,196
Brisbane - North,50-59 years,Female,hs_not_finished,Indigenous,0
Brisbane - North,50-59 years,Female,hs_not_finished,Non-Indigenous,175
Brisbane - North,60-69 years,Male,hs_finished,Indigenous,0
Brisbane - North,60-69 years,Male,hs_finished,Non-Indigenous,123
Brisbane - North,60-69 years,Male,hs_not_finished,Indigenous,5
Brisbane - North,60-69 years,Male,hs_not_finished,Non-Indigenous,98
Brisbane - North,60-69 years,Female,hs_finished,Indigenous,0
Brisbane - North,60-69 years,Female,hs_finished,Non-Indigenous,63
Brisbane - North,60-69 years,Female,hs_not_finished,Indigenous,5
Brisbane - North,60-69 years,Female,hs_not_finished,Non-Indigenous,68
Brisbane - North,70-79 years,Male,hs_finished,Indigenous,0
Brisbane - North,70-79 years,Male,hs_finished,Non-Indigenous,0
Brisbane - North,70-79 years,Male,hs_not_finished,Indigenous,0
Brisbane - North,70-79 years,Male,hs_not_finished,Non-Indigenous,14
Brisbane - North,70-79 years,Female,hs_finished,Indigenous,0
Brisbane - North,70-79 years,Female,hs_finished,Non-Indigenous,7
Brisbane - North,70-79 years,Female,hs_not_finished,Indigenous,0
Brisbane - North,70-79 years,Female,hs_not_finished,Non-Indigenous,10
Brisbane - North,80-89 years,Male,hs_finished,Indigenous,0
Brisbane - North,80-89 years,Male,hs_finished,Non-Indigenous,0
Brisbane - North,80-89 years,Male,hs_not_finished,Indigenous,0
Brisbane - North,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Brisbane - North,80-89 years,Female,hs_finished,Indigenous,0
Brisbane - North,80-89 years,Female,hs_finished,Non-Indigenous,0
Brisbane - North,80-89 years,Female,hs_not_finished,Indigenous,0
Brisbane - North,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Brisbane - North,90-99 years,Male,hs_finished,Indigenous,0
Brisbane - North,90-99 years,Male,hs_finished,Non-Indigenous,0
Brisbane - North,90-99 years,Male,hs_not_finished,Indigenous,0
Brisbane - North,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Brisbane - North,90-99 years,Female,hs_finished,Indigenous,0
Brisbane - North,90-99 years,Female,hs_finished,Non-Indigenous,0
Brisbane - North,90-99 years,Female,hs_not_finished,Indigenous,0
Brisbane - North,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Brisbane - North,100 years and over,Male,hs_finished,Indigenous,0
Brisbane - North,100 years and over,Male,hs_finished,Non-Indigenous,0
Brisbane - North,100 years and over,Male,hs_not_finished,Indigenous,0
Brisbane - North,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Brisbane - North,100 years and over,Female,hs_finished,Indigenous,0
Brisbane - North,100 years and over,Female,hs_finished,Non-Indigenous,0
Brisbane - North,100 years and over,Female,hs_not_finished,Indigenous,0
Brisbane - North,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Brisbane - South,15-19 years,Male,hs_finished,Indigenous,23
Brisbane - South,15-19 years,Male,hs_finished,Non-Indigenous,703
Brisbane - South,15-19 years,Male,hs_not_finished,Indigenous,4
Brisbane - South,15-19 years,Male,hs_not_finished,Non-Indigenous,492
Brisbane - South,15-19 years,Female,hs_finished,Indigenous,14
Brisbane - South,15-19 years,Female,hs_finished,Non-Indigenous,603
Brisbane - South,15-19 years,Female,hs_not_finished,Indigenous,13
Brisbane - South,15-19 years,Female,hs_not_finished,Non-Indigenous,445
Brisbane - South,20-29 years,Male,hs_finished,Indigenous,30
Brisbane - South,20-29 years,Male,hs_finished,Non-Indigenous,2170
Brisbane - South,20-29 years,Male,hs_not_finished,Indigenous,22
Brisbane - South,20-29 years,Male,hs_not_finished,Non-Indigenous,374
Brisbane - South,20-29 years,Female,hs_finished,Indigenous,33
Brisbane - South,20-29 years,Female,hs_finished,Non-Indigenous,1923
Brisbane - South,20-29 years,Female,hs_not_finished,Indigenous,13
Brisbane - South,20-29 years,Female,hs_not_finished,Non-Indigenous,234
Brisbane - South,30-39 years,Male,hs_finished,Indigenous,14
Brisbane - South,30-39 years,Male,hs_finished,Non-Indigenous,962
Brisbane - South,30-39 years,Male,hs_not_finished,Indigenous,13
Brisbane - South,30-39 years,Male,hs_not_finished,Non-Indigenous,255
Brisbane - South,30-39 years,Female,hs_finished,Indigenous,10
Brisbane - South,30-39 years,Female,hs_finished,Non-Indigenous,964
Brisbane - South,30-39 years,Female,hs_not_finished,Indigenous,7
Brisbane - South,30-39 years,Female,hs_not_finished,Non-Indigenous,173
Brisbane - South,40-49 years,Male,hs_finished,Indigenous,10
Brisbane - South,40-49 years,Male,hs_finished,Non-Indigenous,694
Brisbane - South,40-49 years,Male,hs_not_finished,Indigenous,14
Brisbane - South,40-49 years,Male,hs_not_finished,Non-Indigenous,262
Brisbane - South,40-49 years,Female,hs_finished,Indigenous,11
Brisbane - South,40-49 years,Female,hs_finished,Non-Indigenous,662
Brisbane - South,40-49 years,Female,hs_not_finished,Indigenous,0
Brisbane - South,40-49 years,Female,hs_not_finished,Non-Indigenous,234
Brisbane - South,50-59 years,Male,hs_finished,Indigenous,7
Brisbane - South,50-59 years,Male,hs_finished,Non-Indigenous,462
Brisbane - South,50-59 years,Male,hs_not_finished,Indigenous,3
Brisbane - South,50-59 years,Male,hs_not_finished,Non-Indigenous,287
Brisbane - South,50-59 years,Female,hs_finished,Indigenous,4
Brisbane - South,50-59 years,Female,hs_finished,Non-Indigenous,353
Brisbane - South,50-59 years,Female,hs_not_finished,Indigenous,9
Brisbane - South,50-59 years,Female,hs_not_finished,Non-Indigenous,261
Brisbane - South,60-69 years,Male,hs_finished,Indigenous,0
Brisbane - South,60-69 years,Male,hs_finished,Non-Indigenous,240
Brisbane - South,60-69 years,Male,hs_not_finished,Indigenous,5
Brisbane - South,60-69 years,Male,hs_not_finished,Non-Indigenous,138
Brisbane - South,60-69 years,Female,hs_finished,Indigenous,0
Brisbane - South,60-69 years,Female,hs_finished,Non-Indigenous,116
Brisbane - South,60-69 years,Female,hs_not_finished,Indigenous,0
Brisbane - South,60-69 years,Female,hs_not_finished,Non-Indigenous,91
Brisbane - South,70-79 years,Male,hs_finished,Indigenous,0
Brisbane - South,70-79 years,Male,hs_finished,Non-Indigenous,16
