sa4,age,sex,education,ingp,unemployment,labour_force
Brisbane - East,40-49 years,Male,hs_not_finished,Non-Indigenous,211,4913
Brisbane - East,40-49 years,Female,hs_finished,Indigenous,7,137
Brisbane - East,40-49 years,Female,hs_finished,Non-Indigenous,360,9505
Brisbane - East,40-49 years,Female,hs_not_finished,Indigenous,6,104
Brisbane - East,40-49 years,Female,hs_not_finished,Non-Indigenous,207,4107
Brisbane - East,50-59 years,Male,hs_finished,Indigenous,0,34
Brisbane - East,50-59 years,Male,hs_finished,Non-Indigenous,278,5990
Brisbane - East,50-59 years,Male,hs_not_finished,Indigenous,8,122
Brisbane - East,50-59 years,Male,hs_not_finished,Non-Indigenous,313,6371
Brisbane - East,50-59 years,Female,hs_finished,Indigenous,0,47
Brisbane - East,50-59 years,Female,hs_finished,Non-Indigenous,219,5885
Brisbane - East,50-59 years,Female,hs_not_finished,Indigenous,5,114
Brisbane - East,50-59 years,Female,hs_not_finished,Non-Indigenous,259,5886
Brisbane - East,60-69 years,Male,hs_finished,Indigenous,0,16
Brisbane - East,60-69 years,Male,hs_finished,Non-Indigenous,168,2448
Brisbane - East,60-69 years,Male,hs_not_finished,Indigenous,0,34
Brisbane - East,60-69 years,Male,hs_not_finished,Non-Indigenous,175,3214
Brisbane - East,60-69 years,Female,hs_finished,Indigenous,0,13
Brisbane - East,60-69 years,Female,hs_finished,Non-Indigenous,82,1763
Brisbane - East,60-69 years,Female,hs_not_finished,Indigenous,0,36
Brisbane - East,60-69 years,Female,hs_not_finished,Non-Indigenous,98,2674
Brisbane - East,70-79 years,Male,hs_finished,Indigenous,0,0
Brisbane - East,70-79 years,Male,hs_finished,Non-Indigenous,3,312
Brisbane - East,70-79 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - East,70-79 years,Male,hs_not_finished,Non-Indigenous,4,387
Brisbane - East,70-79 years,Female,hs_finished,Indigenous,0,0
Brisbane - East,70-79 years,Female,hs_finished,Non-Indigenous,3,154
Brisbane - East,70-79 years,Female,hs_not_finished,Indigenous,0,7
Brisbane - East,70-79 years,Female,hs_not_finished,Non-Indigenous,0,287
Brisbane - East,80-89 years,Male,hs_finished,Indigenous,0,0
Brisbane - East,80-89 years,Male,hs_finished,Non-Indigenous,0,29
Brisbane - East,80-89 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - East,80-89 years,Male,hs_not_finished,Non-Indigenous,0,47
Brisbane - East,80-89 years,Female,hs_finished,Indigenous,0,0
Brisbane - East,80-89 years,Female,hs_finished,Non-Indigenous,0,11
Brisbane - East,80-89 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - East,80-89 years,Female,hs_not_finished,Non-Indigenous,0,11
Brisbane - East,90-99 years,Male,hs_finished,Indigenous,0,0
Brisbane - East,90-99 years,Male,hs_finished,Non-Indigenous,0,3
Brisbane - East,90-99 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - East,90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Brisbane - East,90-99 years,Female,hs_finished,Indigenous,0,0
Brisbane - East,90-99 years,Female,hs_finished,Non-Indigenous,0,9
Brisbane - East,90-99 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - East,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - East,100 years and over,Male,hs_finished,Indigenous,0,0
Brisbane - East,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Brisbane - East,100 years and over,Male,hs_not_finished,Indigenous,0,0
Brisbane - East,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Brisbane - East,100 years and over,Female,hs_finished,Indigenous,0,0
Brisbane - East,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Brisbane - East,100 years and over,Female,hs_not_finished,Indigenous,0,0
Brisbane - East,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - North,15-19 years,Male,hs_finished,Indigenous,13,55
Brisbane - North,15-19 years,Male,hs_finished,Non-Indigenous,328,1770
Brisbane - North,15-19 years,Male,hs_not_finished,Indigenous,27,49
Brisbane - North,15-19 years,Male,hs_not_finished,Non-Indigenous,321,1223
Brisbane - North,15-19 years,Female,hs_finished,Indigenous,6,57
Brisbane - North,15-19 years,Female,hs_finished,Non-Indigenous,255,1933
Brisbane - North,15-19 years,Female,hs_not_finished,Indigenous,9,45
Brisbane - North,15-19 years,Female,hs_not_finished,Non-Indigenous,308,1343
Brisbane - North,20-29 years,Male,hs_finished,Indigenous,29,211
Brisbane - North,20-29 years,Male,hs_finished,Non-Indigenous,755,10366
Brisbane - North,20-29 years,Male,hs_not_finished,Indigenous,22,82
Brisbane - North,20-29 years,Male,hs_not_finished,Non-Indigenous,237,1859
Brisbane - North,20-29 years,Female,hs_finished,Indigenous,27,215
Brisbane - North,20-29 years,Female,hs_finished,Non-Indigenous,653,10925
Brisbane - North,20-29 years,Female,hs_not_finished,Indigenous,13,49
Brisbane - North,20-29 years,Female,hs_not_finished,Non-Indigenous,132,1120
Brisbane - North,30-39 years,Male,hs_finished,Indigenous,16,147
Brisbane - North,30-39 years,Male,hs_finished,Non-Indigenous,405,11870
Brisbane - North,30-39 years,Male,hs_not_finished,Indigenous,10,79
Brisbane - North,30-39 years,Male,hs_not_finished,Non-Indigenous,179,2145
Brisbane - North,30-39 years,Female,hs_finished,Indigenous,10,145
Brisbane - North,30-39 years,Female,hs_finished,Non-Indigenous,452,11395
Brisbane - North,30-39 years,Female,hs_not_finished,Indigenous,7,34
Brisbane - North,30-39 years,Female,hs_not_finished,Non-Indigenous,113,1300
Brisbane - North,40-49 years,Male,hs_finished,Indigenous,3,100
Brisbane - North,40-49 years,Male,hs_finished,Non-Indigenous,355,9102
Brisbane - North,40-49 years,Male,hs_not_finished,Indigenous,8,84
Brisbane - North,40-49 years,Male,hs_not_finished,Non-Indigenous,168,3196
Brisbane - North,40-49 years,Female,hs_finished,Indigenous,3,115
Brisbane - North,40-49 years,Female,hs_finished,Non-Indigenous,374,9420
Brisbane - North,40-49 years,Female,hs_not_finished,Indigenous,20,66
Brisbane - North,40-49 years,Female,hs_not_finished,Non-Indigenous,156,2621
Brisbane - North,50-59 years,Male,hs_finished,Indigenous,4,37
Brisbane - North,50-59 years,Male,hs_finished,Non-Indigenous,284,5397
Brisbane - North,50-59 years,Male,hs_not_finished,Indigenous,10,85
Brisbane - North,50-59 years,Male,hs_not_finished,Non-Indigenous,236,4181
Brisbane - North,50-59 years,Female,hs_finished,Indigenous,0,42
Brisbane - North,50-59 years,Female,hs_finished,Non-Indigenous,197,5230
Brisbane - North,50-59 years,Female,hs_not_finished,Indigenous,0,109
Brisbane - North,50-59 years,Female,hs_not_finished,Non-Indigenous,176,4033
Brisbane - North,60-69 years,Male,hs_finished,Indigenous,0,10
Brisbane - North,60-69 years,Male,hs_finished,Non-Indigenous,123,2165
Brisbane - North,60-69 years,Male,hs_not_finished,Indigenous,0,30
Brisbane - North,60-69 years,Male,hs_not_finished,Non-Indigenous,109,2107
Brisbane - North,60-69 years,Female,hs_finished,Indigenous,0,11
Brisbane - North,60-69 years,Female,hs_finished,Non-Indigenous,69,1596
Brisbane - North,60-69 years,Female,hs_not_finished,Indigenous,0,24
Brisbane - North,60-69 years,Female,hs_not_finished,Non-Indigenous,64,2075
Brisbane - North,70-79 years,Male,hs_finished,Indigenous,0,3
Brisbane - North,70-79 years,Male,hs_finished,Non-Indigenous,5,273
Brisbane - North,70-79 years,Male,hs_not_finished,Indigenous,0,3
Brisbane - North,70-79 years,Male,hs_not_finished,Non-Indigenous,3,296
Brisbane - North,70-79 years,Female,hs_finished,Indigenous,0,0
Brisbane - North,70-79 years,Female,hs_finished,Non-Indigenous,7,132
Brisbane - North,70-79 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - North,70-79 years,Female,hs_not_finished,Non-Indigenous,4,236
Brisbane - North,80-89 years,Male,hs_finished,Indigenous,0,0
Brisbane - North,80-89 years,Male,hs_finished,Non-Indigenous,0,27
Brisbane - North,80-89 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - North,80-89 years,Male,hs_not_finished,Non-Indigenous,0,33
Brisbane - North,80-89 years,Female,hs_finished,Indigenous,0,0
Brisbane - North,80-89 years,Female,hs_finished,Non-Indigenous,0,15
Brisbane - North,80-89 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - North,80-89 years,Female,hs_not_finished,Non-Indigenous,0,24
Brisbane - North,90-99 years,Male,hs_finished,Indigenous,0,0
Brisbane - North,90-99 years,Male,hs_finished,Non-Indigenous,0,0
Brisbane - North,90-99 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - North,90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Brisbane - North,90-99 years,Female,hs_finished,Indigenous,0,0
Brisbane - North,90-99 years,Female,hs_finished,Non-Indigenous,0,3
Brisbane - North,90-99 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - North,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - North,100 years and over,Male,hs_finished,Indigenous,0,0
Brisbane - North,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Brisbane - North,100 years and over,Male,hs_not_finished,Indigenous,0,0
Brisbane - North,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Brisbane - North,100 years and over,Female,hs_finished,Indigenous,0,0
Brisbane - North,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Brisbane - North,100 years and over,Female,hs_not_finished,Indigenous,0,0
Brisbane - North,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - South,15-19 years,Male,hs_finished,Indigenous,22,59
Brisbane - South,15-19 years,Male,hs_finished,Non-Indigenous,702,3154
Brisbane - South,15-19 years,Male,hs_not_finished,Indigenous,3,37
Brisbane - South,15-19 years,Male,hs_not_finished,Non-Indigenous,483,1649
Brisbane - South,15-19 years,Female,hs_finished,Indigenous,18,65
Brisbane - South,15-19 years,Female,hs_finished,Non-Indigenous,605,3393
Brisbane - South,15-19 years,Female,hs_not_finished,Indigenous,11,40
Brisbane - South,15-19 years,Female,hs_not_finished,Non-Indigenous,444,1829
Brisbane - South,20-29 years,Male,hs_finished,Indigenous,28,255
Brisbane - South,20-29 years,Male,hs_finished,Non-Indigenous,2174,20715
Brisbane - South,20-29 years,Male,hs_not_finished,Indigenous,18,71
Brisbane - South,20-29 years,Male,hs_not_finished,Non-Indigenous,381,2492
Brisbane - South,20-29 years,Female,hs_finished,Indigenous,32,233
Brisbane - South,20-29 years,Female,hs_finished,Non-Indigenous,1926,20389
Brisbane - South,20-29 years,Female,hs_not_finished,Indigenous,16,37
Brisbane - South,20-29 years,Female,hs_not_finished,Non-Indigenous,234,1457
Brisbane - South,30-39 years,Male,hs_finished,Indigenous,15,126
Brisbane - South,30-39 years,Male,hs_finished,Non-Indigenous,956,21246
Brisbane - South,30-39 years,Male,hs_not_finished,Indigenous,8,60
Brisbane - South,30-39 years,Male,hs_not_finished,Non-Indigenous,262,2904
Brisbane - South,30-39 years,Female,hs_finished,Indigenous,9,131
Brisbane - South,30-39 years,Female,hs_finished,Non-Indigenous,962,19466
Brisbane - South,30-39 years,Female,hs_not_finished,Indigenous,4,41
Brisbane - South,30-39 years,Female,hs_not_finished,Non-Indigenous,171,1625
Brisbane - South,40-49 years,Male,hs_finished,Indigenous,7,105
Brisbane - South,40-49 years,Male,hs_finished,Non-Indigenous,695,15338
Brisbane - South,40-49 years,Male,hs_not_finished,Indigenous,7,75
Brisbane - South,40-49 years,Male,hs_not_finished,Non-Indigenous,266,3971
Brisbane - South,40-49 years,Female,hs_finished,Indigenous,3,112
Brisbane - South,40-49 years,Female,hs_finished,Non-Indigenous,664,14894
Brisbane - South,40-49 years,Female,hs_not_finished,Indigenous,0,62
Brisbane - South,40-49 years,Female,hs_not_finished,Non-Indigenous,241,3171
Brisbane - South,50-59 years,Male,hs_finished,Indigenous,9,54
Brisbane - South,50-59 years,Male,hs_finished,Non-Indigenous,466,9502
Brisbane - South,50-59 years,Male,hs_not_finished,Indigenous,3,63
Brisbane - South,50-59 years,Male,hs_not_finished,Non-Indigenous,293,5168
Brisbane - South,50-59 years,Female,hs_finished,Indigenous,4,61
Brisbane - South,50-59 years,Female,hs_finished,Non-Indigenous,347,9047
Brisbane - South,50-59 years,Female,hs_not_finished,Indigenous,9,71
Brisbane - South,50-59 years,Female,hs_not_finished,Non-Indigenous,256,4698
Brisbane - South,60-69 years,Male,hs_finished,Indigenous,0,11
Brisbane - South,60-69 years,Male,hs_finished,Non-Indigenous,238,3872
Brisbane - South,60-69 years,Male,hs_not_finished,Indigenous,0,22
Brisbane - South,60-69 years,Male,hs_not_finished,Non-Indigenous,119,2512
Brisbane - South,60-69 years,Female,hs_finished,Indigenous,0,11
Brisbane - South,60-69 years,Female,hs_finished,Non-Indigenous,115,2702
Brisbane - South,60-69 years,Female,hs_not_finished,Indigenous,0,27
Brisbane - South,60-69 years,Female,hs_not_finished,Non-Indigenous,85,2476
Brisbane - South,70-79 years,Male,hs_finished,Indigenous,0,0
Brisbane - South,70-79 years,Male,hs_finished,Non-Indigenous,18,500
Brisbane - South,70-79 years,Male,hs_not_finished,Indigenous,0,3
Brisbane - South,70-79 years,Male,hs_not_finished,Non-Indigenous,12,418
Brisbane - South,70-79 years,Female,hs_finished,Indigenous,0,0
Brisbane - South,70-79 years,Female,hs_finished,Non-Indigenous,11,252
Brisbane - South,70-79 years,Female,hs_not_finished,Indigenous,0,3
Brisbane - South,70-79 years,Female,hs_not_finished,Non-Indigenous,6,273
Brisbane - South,80-89 years,Male,hs_finished,Indigenous,0,0
Brisbane - South,80-89 years,Male,hs_finished,Non-Indigenous,0,48
Brisbane - South,80-89 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - South,80-89 years,Male,hs_not_finished,Non-Indigenous,0,49
Brisbane - South,80-89 years,Female,hs_finished,Indigenous,0,0
Brisbane - South,80-89 years,Female,hs_finished,Non-Indigenous,0,16
Brisbane - South,80-89 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - South,80-89 years,Female,hs_not_finished,Non-Indigenous,0,26
Brisbane - South,90-99 years,Male,hs_finished,Indigenous,0,0
Brisbane - South,90-99 years,Male,hs_finished,Non-Indigenous,0,3
Brisbane - South,90-99 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - South,90-99 years,Male,hs_not_finished,Non-Indigenous,0,3
Brisbane - South,90-99 years,Female,hs_finished,Indigenous,0,0
Brisbane - South,90-99 years,Female,hs_finished,Non-Indigenous,0,0
Brisbane - South,90-99 years,Female,hs_not_finished,Indigenous,0,0
Brisbane - South,90-99 years,Female,hs_not_finished,Non-Indigenous,0,3
Brisbane - South,100 years and over,Male,hs_finished,Indigenous,0,0
Brisbane - South,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Brisbane - South,100 years and over,Male,hs_not_finished,Indigenous,0,0
Brisbane - South,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Brisbane - South,100 years and over,Female,hs_finished,Indigenous,0,0
Brisbane - South,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Brisbane - South,100 years and over,Female,hs_not_finished,Indigenous,0,0
Brisbane - South,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - West,15-19 years,Male,hs_finished,Indigenous,6,34
Brisbane - West,15-19 years,Male,hs_finished,Non-Indigenous,463,2094
Brisbane - West,15-19 years,Male,hs_not_finished,Indigenous,0,14
Brisbane - West,15-19 years,Male,hs_not_finished,Non-Indigenous,320,1021
Brisbane - West,15-19 years,Female,hs_finished,Indigenous,0,32
Brisbane - West,15-19 years,Female,hs_finished,Non-Indigenous,459,2546
Brisbane - West,15-19 years,Female,hs_not_finished,Indigenous,3,20
Brisbane - West,15-19 years,Female,hs_not_finished,Non-Indigenous,268,1235
Brisbane - West,20-29 years,Male,hs_finished,Indigenous,16,123
Brisbane - West,20-29 years,Male,hs_finished,Non-Indigenous,1005,9252
Brisbane - West,20-29 years,Male,hs_not_finished,Indigenous,4,26
Brisbane - West,20-29 years,Male,hs_not_finished,Non-Indigenous,110,883
Brisbane - West,20-29 years,Female,hs_finished,Indigenous,12,99
Brisbane - West,20-29 years,Female,hs_finished,Non-Indigenous,825,8979
Brisbane - West,20-29 years,Female,hs_not_finished,Indigenous,0,13
Brisbane - West,20-29 years,Female,hs_not_finished,Non-Indigenous,64,500
Brisbane - West,30-39 years,Male,hs_finished,Indigenous,8,61
Brisbane - West,30-39 years,Male,hs_finished,Non-Indigenous,365,8627
Brisbane - West,30-39 years,Male,hs_not_finished,Indigenous,0,15
Brisbane - West,30-39 years,Male,hs_not_finished,Non-Indigenous,61,989
Brisbane - West,30-39 years,Female,hs_finished,Indigenous,4,56
Brisbane - West,30-39 years,Female,hs_finished,Non-Indigenous,390,8436
Brisbane - West,30-39 years,Female,hs_not_finished,Indigenous,0,12
Brisbane - West,30-39 years,Female,hs_not_finished,Non-Indigenous,44,550
Brisbane - West,40-49 years,Male,hs_finished,Indigenous,0,44
Brisbane - West,40-49 years,Male,hs_finished,Non-Indigenous,318,9408
Brisbane - West,40-49 years,Male,hs_not_finished,Indigenous,0,32
Brisbane - West,40-49 years,Male,hs_not_finished,Non-Indigenous,83,1674
Brisbane - West,40-49 years,Female,hs_finished,Indigenous,0,50
Brisbane - West,40-49 years,Female,hs_finished,Non-Indigenous,444,9424
Brisbane - West,40-49 years,Female,hs_not_finished,Indigenous,0,25
Brisbane - West,40-49 years,Female,hs_not_finished,Non-Indigenous,62,1366
Brisbane - West,50-59 years,Male,hs_finished,Indigenous,0,28
Brisbane - West,50-59 years,Male,hs_finished,Non-Indigenous,310,6555
Brisbane - West,50-59 years,Male,hs_not_finished,Indigenous,0,16
Brisbane - West,50-59 years,Male,hs_not_finished,Non-Indigenous,91,2151
Brisbane - West,50-59 years,Female,hs_finished,Indigenous,0,15
Brisbane - West,50-59 years,Female,hs_finished,Non-Indigenous,213,6263
Brisbane - West,50-59 years,Female,hs_not_finished,Indigenous,4,20
Brisbane - West,50-59 years,Female,hs_not_finished,Non-Indigenous,81,2160
Brisbane - West,60-69 years,Male,hs_finished,Indigenous,0,3
Brisbane - West,60-69 years,Male,hs_finished,Non-Indigenous,183,3274
Brisbane - West,60-69 years,Male,hs_not_finished,Indigenous,0,15
Brisbane - West,60-69 years,Male,hs_not_finished,Non-Indigenous,44,1111
Brisbane - West,60-69 years,Female,hs_finished,Indigenous,0,3
Brisbane - West,60-69 years,Female,hs_finished,Non-Indigenous,86,2357
Brisbane - West,60-69 years,Female,hs_not_finished,Indigenous,0,3
Brisbane - West,60-69 years,Female,hs_not_finished,Non-Indigenous,32,1251
Brisbane - West,70-79 years,Male,hs_finished,Indigenous,0,0
Brisbane - West,70-79 years,Male,hs_finished,Non-Indigenous,25,596
Brisbane - West,70-79 years,Male,hs_not_finished,Indigenous,0,0
Brisbane - West,70-79 years,Male,hs_not_finished,Non-Indigenous,0,239
Brisbane - West,70-79 years,Female,hs_finished,Indigenous,0,0
